Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
578692095955262,Protect the Promise,Protect the Promise,70497,197
109294377239663,Savings and Good Living,Sonny Quang Nguyen,70208,937
596556607135301,The Earthling Co.,The Earthling Co.,70208,186
604038030097923,We Make Michigan,The Story of Us,70175,198
2385326588383789,Move Health Care Forward NJ,Move Health Care Forward NJ Inc,69894,330
468906559794011,LaunchGood,LaunchGood Inc.,69484,894
746938465317981,Nuclear Matters,Nuclear Matters,69394,170
129914120385683,Families USA,Families USA,69329,15
788394134539871,USPS Business,United States Postal Service,69027,59
224143668537493,Better Care America,Better Care America,68611,1579
110746996993983,The Gander Newsroom,Courier Newsroom,68507,17
152766071443309,The City University of New York,The City University of New York,68471,123
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,68440,1204
1470540296409810,Fair Fight Action,Fair Fight,67951,28
167819383282739,ProgressVA,Progress Now,67950,42
137569740231452,Respect The Look,Respect The Look,67298,1476
100167214799940,Adam Schleifer for Congress,ADAM SCHLEIFER FOR CONGRESS,67248,102
101136147910784,Represent Justice,Represent Justice,66425,1196
104684067632334,Unite the Country,UNITE THE COUNTRY,66309,18
189069374944833,iWebQuotes,Todd Evans Butcher,65981,152
107428150756519,US Money Daily,USMoneyDaily,65893,585
210277954204,The Young Turks,"The Young Turks, Inc.",65893,617
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,65811,125
1809715209318581,Marjorie Taylor Greene for Congress,GREENE FOR CONGRESS,65726,197
303061950155375,John James,"JOHN JAMES FOR SENATE, INC.",65102,85
490772387954022,Suraj Patel For New York,Friends of Suraj Patel,64992,495
127504090616454,NC WARN,NC WARN,64792,111
101591551371555,Fire Mitch. Save America.,SAVE AMERICA FUND,64619,463
1598839873741377,Pennsylvania Spotlight,Pennsylvania Spotlight,64505,770
717022005384027,BIOAction,BIOTECHNOLOGY INNOVATION ORGANIZATION,64064,162
101165966152,AFL-CIO,AFL-CIO,64002,87
327202261326682,Stephanie Bice,Bice for Congress,63883,284
425771317501061,Michael Knowles,The Daily Wire,63814,38
110018833813683,Flip the Senate,SMP,63472,573
1228396643984955,Michelle Steel,Michelle Steel for Congress,63357,135
356482637745012,Stansberry Research,Stansberry Research,63345,137
101568761447230,Compensation Experts USA,Injury Compensation Center,63142,80
146716918692692,AFP-Wisconsin,AMERICANS FOR PROSPERITY,62745,24
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,62644,159
30914589895,The International Fellowship of Christians and Jews,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",62505,305
971668776283950,PolicyEd,Hoover Institution,62357,1080
104113087669604,Opportunity Arizona,Opportunity Arizona,62278,98
195940624693977,Country Wide Concealed,Countrywide Concealed,62010,613
169597416843751,Stand Up America,Stand Up America,61884,89
7962229886,Environmental Working Group,ENVIRONMENTAL WORKING GROUP,61771,741
313068322899643,Fair Count,FAIR COUNT INC,61604,19
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",61562,30
1338822066131069,Women's March,Women's March,61345,963
1389807071117013,Lynn Afendoulis,Lynn Afendoulis for Congress,61006,476
296207827414521,NRCC IE,NRCC,60846,126
594179467757742,Wrong Path McGrath,MCCONNELL SENATE COMMITTEE,60589,12
420785874975425,Conservative Institute,The Conservative Institute,60389,867
23115571034,Planned Parenthood Advocates of Michigan,Planned Parenthood Advocates of Michigan,60282,35
100729641303493,ICount NM,I Count New Mexico,60137,32
281609681885770,Texas Tax Protest,Texas Tax Protest,59995,463
109677057145919,Hot Issue,Astonishean Miracle Bundage,59851,173
112492646811151,California Census,CA Census 2020,59773,263
383677738397139,Association for Accessible Medicines,Association for Accessible Medicines,59707,452
126694924050678,Xavier Becerra,Becerra for Attorney General 2022,59460,55
2227962730789402,Healthcare Rising Arizona,Healthcare Rising Arizona,59401,1501
53541257714,The Arc of the United States,"ARC OF THE UNITED STATES, INC., THE",59182,155
2189265054726827,Liberty Tee Shop,www.libertyteeshop.com,59111,1789
19554217292,American Heart Association: You're the Cure,American Heart Association,58904,22
97830335456,Patagonia,"PATAGONIA, INC.",58748,306
10423517786,Harvard Business Review,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,58499,353
353237777925,Pennsylvania House Democratic Campaign Committee,Pennsylvania House Democratic Campaign Committee,58493,217
108794587327155,Good Programs 2020,Trevor Dale Seaks,58325,451
587835028017559,Eric Holcomb,Eric Holcomb for Indiana,58276,72
1435148843426547,SEIU Florida,SEIU,57648,48
2225580284361712,Tommy Tuberville,"TUBERVILLE FOR SENATE, INC.",57568,258
1590965647784736,CWA District 1,CWA District 1,57474,53
309993142375589,Joe Kennedy III,KENNEDY FOR MASSACHUSETTS,57444,1818
187560865294701,Florida Phoenix News,Florida Phoenix,57368,286
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,57356,7446
373981446795978,16 Counties Coalition,Maine Momentum,57164,220
265268336865693,Do Amore,Do Amore Limited Company,57164,24
596556607135301,The Earthling Co.,Educated Earthling,56844,228
163302087408673,Stop The Donald,Stop the Donald,56738,41
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,56668,445
1721333671443168,Majority Forward,MAJORITY FORWARD,56639,4
1316423028507925,Better Future Michigan,Better Future Michigan. Not Authorized by any Candidate or Candidate’s Committee,56461,9
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,56085,8
106531034282446,Transportation Construction Coalition,Transportation Construction Coalition,56020,12
355316521236121,John Cornyn,TEXANS FOR SENATOR JOHN CORNYN INC.,55881,301
81124177592,Planned Parenthood of the Great Northwest and the Hawaiian Islands,Planned Parenthood of the Great Northwest and Hawaiian Islands,55816,1817
1556932204325823,ProgressPop,ProgressPop,55599,747
102617961152741,Barbara Bollier,BOLLIER FOR KANSAS,55576,286
769395966523308,Eddie J. Mauro,MAURO SENATE CAMPAIGN TEAM,55538,309
322771814739545,Everyone In LA,"UNITED WAY, INC.",55487,53
414507242439358,DNC War Room,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,55483,475
316955281351,APWU - The American Postal Workers Union,AMERICAN POSTAL WORKERS UNION,55437,26
1646140305404745,Thiru for Baltimore,THIRU VIGNARAJAH FOR BALTIMORE,55253,83
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,55233,406
100195511560092,Injury Compensation Center,Injury Compensation Center,55227,74
567371470277443,The Wilderness Society Action Fund,The Wilderness Society Action Fund,55226,2706
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,55194,674
5943727453,American Humane,American Humane,54944,626
150681061641282,Tri-State G&T,Tri-State Generation Transmission Association Inc,54883,129
107654924064350,Pat Timmons-Goodson,PATRICIA TIMMONS-GOODSON FOR CONGRESS,54753,330
171524799646807,PA Department of State,Pennsylvania Department of State,54704,34
107579744035565,NJCensus2020,NJ Department of State,54626,27
137662367278,League of Women Voters of the U.S.,LEAGUE OF WOMEN VOTERS OF THE UNITED STATES,54513,214
257019421075897,Cory Gardner,Cory Gardner for Senate,54268,204
376776419037747,Turning Point USA,Turning Point USA,54199,640
130234313704399,United We Dream,UNITED WE DREAM NETWORK INC,53669,204
656263988182462,Bill Hagerty,TEAM HAGERTY,53618,235
328783261284553,Marsy's Law for Tennessee,Marsy's Law for Tennessee,53614,360
925007000949719,ExxonMobil,Exxon Mobil Corporation,53583,179
85273022315,NAMI,NAMI,53582,1190
215485388588143,Ann Wagner,Office of Congresswoman Ann Wagner,53562,26
107210084216238,Humanity Forward,Humanity Forward,52377,192
1517919588502283,Christy Smith for Congress,CHRISTY SMITH FOR CONGRESS,52304,46
100987421606135,A Stronger Maine,Priorities USA and Majority Forward,52135,57
387887044562107,Michael Folk for West Virginia Governor,Michael Folk for Governor,52101,38
106700630683805,Bill Conway,Friends of Bill Conway,52054,34
607626319739286,Black Voices for Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",51884,2849
613025455812051,Child Abuse Victims Lawsuit Information,Law Scout,51648,4
25758913459,Pennsylvania Association of Realtors,PENNSYLVANIA ASSOCIATION OF REALTORS,51620,38
2142236792490640,Ritchie Torres For Congress,Torres For Congress,51575,126
140357056032320,NEA Today,National Education Association,51537,57
101315098149432,The Permian Counts,"Permian Strategic Partnership, Inc.",51504,81
106875060931336,National News Flash,Denisia Monea Williams,51452,188
157498561351,Food Lion,Food Lion,51234,8
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,50742,127
118022539598510,Hometown Values,HOMETOWN VALUES PAC,50508,36
570092813023833,Matt Walsh,The Daily Wire,50395,20
1517115388513295,Iowa Secretary of State Paul Pate,Iowa Secretary of State,50389,20
65364914445,Oklahoma Council of Public Affairs,"OKLAHOMA COUNCIL OF PUBLIC AFFAIRS, INC.",50371,337
108357947421338,Say Yes to HSS,Coalition for the Homeless,50353,46
103498497955115,Side by Side for Good,HQ Energy Services (US) Inc.,49883,587
50982313030,Food & Water Watch,Food & Water Watch,49881,190
439466446237183,Retirement You Workshops,Retirement You,49490,400
23790541544,Democrats,DCCC,49422,502
460701608048486,We Count L.A.,We Count LA,49252,438
141786816970,Cruise Lines International Association - CLIA,Cruise Lines International Association,49120,146
171651620209487,Brady PAC,Brady Pac,49042,95
914299901998647,Movimiento Cosecha,Movimiento Cosecha,48821,14
1187454041324973,Exer Urgent Care,Exer Urgent Care,48783,119
330648134122956,New Direction New Jersey,New Direction New Jersey,48766,46
249220035141307,Planned Parenthood of Indiana and Kentucky,Planned Parenthood of Indiana and Kentucky,48642,1878
126498287375611,Michigan League of Conservation Voters,MICHIGAN LEAGUE OF CONSERVATION VOTERS,48582,227
1029414573827063,Fight Back,Fight Back Fund,48478,33
262062478079324,Mckayla Wilkes for Congress,MCKAYLA WILKES FOR CONGRESS,48468,130
160389977329803,ATTN:,ATTN: INC.,48135,80
126079594074517,Charlie Bethel for Supreme Court of Georgia,"the Committee to Elect Justice Charlie Bethel, Inc.",47837,12
241253672599689,Restaurants Act,National Restaurant Association,47591,51
67626834312,National Women's Law Center,National Women's Law Center,47456,341
108736064097262,American Family Programs,Penelope Mylynn Nguyen,47409,43
100866168200122,Utah Coronavirus Task Force,Utah Coronavirus Task Force,47399,187
706716899745696,Women for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,47395,1077
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,47331,584
944580302249505,NYC Human Resources Administration,NYC Human Resources Administration,47291,28
593289284500311,Trump Rack,BOXD Marketing,46847,255
102540204580217,UpNorthNews,Courier Newsroom,46811,55
103376804451432,Trending Politics,Making Web LLC,46810,428
105943157686335,Trust Michigan Families,TRUST MICHIGAN FAMILIES,46656,224
1896018690436031,U.S. Mail Not For Sale,AMERICAN POSTAL WORKERS UNION,46644,17
518194348194441,RepresentUs,RepresentUs,46609,688
88048989460,California Teachers Association,California Teachers Association,46444,80
106663044307859,Mike Sievert,"T-MOBILE USA, INC.",46075,22
80562389320,NARAL Pro-Choice America,NARAL Freedom Fund,46038,16
343175436328856,CA Needs Energy Storage,California Alliance for Renewable Energy Solutions,45989,353
8914040942,Chesapeake Bay Foundation,"CHESAPEAKE BAY FOUNDATION, INC., THE",45729,525
100401327980848,National Parents Union,National Parents Union,45583,1072
223008867858902,American Action News,American Action News,45554,35
170980280933,PA Democratic Party,PENNSYLVANIA DEMOCRATIC PARTY,45552,56
1840872046193573,Congressman Brian Mast,Congressman Brian Mast,45304,15
110151130591161,News Outbreak,Carl Harmon Jr.,45288,578
417522508294454,Job Creators Network,Job Creators Network,45207,122
12784656483,Union Rescue Mission,Union Rescue Mission,45106,342
102168248091880,Workers Rights,Vote Yes for Workers Rights,45000,93
8321461609,MomsRising.org,MomsRising Together,44874,25
1745691098822972,Brad Parscale,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,44871,806
15771560300,Earthjustice,EARTHJUSTICE,44823,113
393076844046051,Progressive Caucus,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,44805,77
470241276500901,Women Vote,WOMEN VOTE!,44788,5
114782633404812,Veteran Alert Guide,Manisha Desiree Bocus,44735,569
100757504960070,Concealed_Country,Concealed Country,44644,281
143055773143383,Patients For Affordable Drugs NOW,Patients for Affordable Drugs Now,44464,283
1905404009676710,New England Clean Energy Connect,New England Clean Energy Connect,44461,42
1790258774419239,Representative Sharice Davids,Representative Sharice Davids,44407,39
414656062067686,Marijuana Can’t. You Can.,Washington State Department of Health,44391,26
331037760381749,Sierra Magazine,SIERRA CLUB,44222,225
103801844298982,Team Collins,COLLINS FOR SENATOR,43986,27
108147600393,Equality California,Equality California,43818,48
350899171648148,ScriptSave WellRx,Medical Security Card Company (d/b/a ScriptSave),43755,47
618480098621142,Social Security Event,Robert Jared Wilkins,43432,75
339406479588,NYC Water,NYC Department of Environmental Protection,43378,56
159575541165,United Way Bay Area,UNITED WAY OF THE BAY AREA,43312,81
45169169993,Planned Parenthood Minnesota Advocate,"Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund",43166,111
141529695940755,Shemia Fagan for Oregon,Committee to Elect Shemia Fagan,43112,327
537299709721112,Advantage Gold,Advantage Gold Group,42973,15
143729616392084,Van Drew for Congress,Van Drew for Congress,42907,155
8321461609,MomsRising.org,MomsRising Education Fund,42811,58
103644036958,United Association,United Association Political Education Committee,42752,40
780941275347834,Ilhan Omar,ILHAN FOR CONGRESS,42630,282
750053788435485,Texas Oil and Gas Association,Texas Oil & Gas Association,42485,15
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",42320,114
105229062888132,Stop Soldier Suicide,Stop Soldier Suicide,42291,440
114989253202136,Consumer Protection Law,Sift Legal Marketing,42263,217
111324359048459,Dr. Roger Marshall,KANSANS FOR MARSHALL,42191,83
104018557908579,Retirees First,"Retirees First, Inc.",42114,219
991229590961567,CVNM Verde Voters Fund,CVNM Verde Voters Fund,41965,237
323534524852061,Future Coalition,Future Coalition,41933,100
182193211815005,Issue One,Issue One,41899,48
46347342434,EMILY's List,EMILY'S LIST,41883,2337
105060269781,Premiere Collectibles,"Premiere Marketing, Inc.",41756,9
493811210669780,Creative Action Network,Creative Action Network,41688,154
248181906078243,National Institute for Civil Discourse,CommonSense American,41644,35
134452023239984,Human Coalition,Human Coalition,41528,86
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,41453,104
96953371815,UJA-Federation of New York,UJA-Federation of New York,41411,255
1467725903304588,EZ Insure,Benepath,41406,11
7845419973,Steny Hoyer,HOYER FOR CONGRESS,41332,59
1502654549792632,I Like Obamacare,Sixteen Thirty Fund,41327,85
201847089929522,Wisconsin Voices,Wisconsin Voices,41282,196
1521463681450292,IL CleanJobs,Illinois Clean Jobs Coalition,41214,96
7341997111,Conservation International,Conservation International,41108,75
267180743723148,National Geographic Society,National Geographic Society,41071,55
128167457221813,Public Transportation,Voices for Public Transit,41037,134
